ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title,,,,,,,,,,,,
ILMN_2209766,0.0252764,7.81E-04,-3.47977698,-0.62247,-1.53E-01,263190639,RHBDD1,rhomboid,domain,containing,1,,,,,,,,,
ILMN_1769158,0.0252661,7.78E-04,3.48125259,-0.62411,2.35E-01,209969693,ISOC2,isochorismatase,domain,containing,2,,,,,,,,,
ILMN_2104784,0.0256173,7.98E-04,3.47340582,-0.62459,2.80E-01,206725536,FKBP3,FK506,binding,protein,3,,,,,,,,,
ILMN_1820787,0.0253448,7.85E-04,-3.47828081,-0.62904,-2.80E-01,27846276,,,,,,,,,,,,,,
ILMN_1676731,0.0244632,7.32E-04,-3.49971538,-0.63004,-1.33E-01,NA,,,,,,,,,,,,,,
ILMN_1835709,0.0188082,4.53E-04,-3.64385515,-0.63255,-1.00E-01,13729126,,,,,,,,,,,,,,
ILMN_1692916,0.0230862,6.61E-04,3.53041989,-0.63323,1.21E-01,NA,,,,,,,,,,,,,,
ILMN_1694983,0.0220521,6.09E-04,3.55515225,-0.63344,1.29E-01,256223452,DDX20,DEAD-box,helicase,20,,,,,,,,,,
ILMN_1680206,0.0201504,5.13E-04,-3.60675208,-0.63521,-9.26E-02,NA,,,,,,,,,,,,,,
ILMN_1770048,0.0258274,8.09E-04,-3.46910718,-0.63679,-1.68E-01,117190261,DPH5,diphthamide,biosynthesis,5,,,,,,,,,,
ILMN_1768077,0.0252764,7.80E-04,3.48022106,-0.63695,2.56E-01,221136773,TCTN3,tectonic,family,member,3,,,,,,,,,
ILMN_1780268,0.0252661,7.76E-04,-3.48202017,-0.63862,-2.36E-01,34147608,C1orf56,chromosome,1,open,reading,frame,56,,,,,,,
ILMN_1669286,0.022244,6.18E-04,3.55082956,-0.6395,2.05E-01,208973235,YWHAZ,tyrosine,3-monooxygenase/tryptophan,5-monooxygenase,activation,protein,zeta,,,,,,,
ILMN_1657771,0.0248192,7.49E-04,3.49283254,-0.64183,2.03E-01,315013532,CRTC2,CREB,regulated,transcription,coactivator,2,,,,,,,,
ILMN_2138435,0.0259193,8.15E-04,3.46703054,-0.64443,2.16E-01,186928849,MRPS27,mitochondrial,ribosomal,protein,S27,,,,,,,,,
ILMN_1906560,0.0189893,4.59E-04,-3.63953827,-0.65041,-8.00E-02,11141047,,,,,,,,,,,,,,
ILMN_1700978,0.0228722,6.52E-04,3.53453223,-0.65307,1.23E-01,749385022,MUC21,mucin,"21,",cell,surface,associated,,,,,,,,
ILMN_1653578,0.0215808,5.83E-04,-3.56829599,-0.65449,-1.39E-01,112807212,XYLT1,xylosyltransferase,1,,,,,,,,,,,
ILMN_1861707,0.0198238,4.93E-04,-3.6184103,-0.65634,-8.63E-02,24813838,,,,,,,,,,,,,,
ILMN_1895801,0.0193209,4.71E-04,3.63222805,-0.65821,1.12E-01,23650936,,,,,,,,,,,,,,
ILMN_2376667,0.0261485,8.27E-04,-3.46234509,-0.65846,-2.00E-01,116734660,POFUT2,protein,O-fucosyltransferase,2,,,,,,,,,,
ILMN_2369104,0.02569,8.02E-04,3.47173791,-0.65939,2.01E-01,118600990,TRAPPC6B,trafficking,protein,particle,complex,6B,,,,,,,,
ILMN_1688034,0.026252,8.32E-04,3.46072427,-0.66257,1.23E-01,57863302,COIL,coilin,,,,,,,,,,,,
ILMN_1669881,0.0209253,5.52E-04,3.58470169,-0.66361,1.97E-01,62422581,TSPAN13,tetraspanin,13,,,,,,,,,,,
ILMN_1702114,0.0228712,6.51E-04,-3.53499714,-0.66687,-1.07E-01,51944972,NOMO2,NODAL,modulator,2,,,,,,,,,,
ILMN_2362681,0.026001,8.19E-04,3.46526617,-0.6694,2.81E-01,297632399,CES2,carboxylesterase,2,,,,,,,,,,,
ILMN_2405129,0.0252764,7.81E-04,3.47995399,-0.6724,2.06E-01,39777605,ARHGEF1,Rho,guanine,nucleotide,exchange,factor,1,,,,,,,
ILMN_1891695,0.0193595,4.72E-04,-3.63113767,-0.67265,-9.08E-02,27878172,,,,,,,,,,,,,,
ILMN_1777129,0.0264489,8.44E-04,-3.45623333,-0.67446,-2.12E-01,126722968,CENPT,centromere,protein,T,,,,,,,,,,
ILMN_1826804,0.0195431,4.79E-04,-3.62733939,-0.67459,-9.34E-02,34367388,,,,,,,,,,,,,,
ILMN_1887858,0.0214395,5.72E-04,-3.57431865,-0.67503,-1.17E-01,11444160,,,,,,,,,,,,,,
ILMN_1690586,0.0264489,8.47E-04,3.45510288,-0.67659,3.52E-01,NA,,,,,,,,,,,,,,
ILMN_1740571,0.0228712,6.51E-04,-3.53496263,-0.67765,-2.14E-01,NA,,,,,,,,,,,,,,
ILMN_1896455,0.0239478,7.02E-04,-3.51233783,-0.67865,-2.38E-01,27842734,,,,,,,,,,,,,,
ILMN_1710738,0.0252661,7.77E-04,3.48137985,-0.67944,1.53E-01,156105698,RC3H2,ring,finger,and,CCCH-type,domains,2,,,,,,,
ILMN_1752281,0.0263368,8.37E-04,-3.45876357,-0.68045,-1.46E-01,112421121,DNAJC13,DnaJ,heat,shock,protein,family,(Hsp40),member,C13,,,,,
ILMN_1802185,0.0209253,5.53E-04,-3.58415374,-0.68146,-1.08E-01,84872072,CIDECP,cell,death-inducing,DFFA-like,effector,c,pseudogene,,,,,,,
ILMN_1883034,0.0205885,5.32E-04,-3.59552293,-0.68318,-9.93E-02,13731306,,,,,,,,,,,,,,
ILMN_1812934,0.024931,7.56E-04,-3.48986534,-0.68341,-1.15E-01,301129167,DIDO1,death,inducer-obliterator,1,,,,,,,,,,
ILMN_1834023,0.0198244,4.94E-04,-3.61791019,-0.68393,-9.49E-02,27834359,,,,,,,,,,,,,,
ILMN_1665740,0.020575,5.31E-04,3.59623692,-0.68474,9.79E-02,NA,,,,,,,,,,,,,,
ILMN_1741603,0.0197026,4.86E-04,3.62280002,-0.68485,8.00E-02,148528999,BRINP1,BMP/retinoic,acid,inducible,neural,specific,1,,,,,,,
ILMN_1815292,0.0266248,8.56E-04,3.45189761,-0.68501,2.92E-01,72187675,RPL7,ribosomal,protein,L7,,,,,,,,,,
ILMN_2284591,0.0264388,8.43E-04,3.45664519,-0.68915,2.68E-01,260763983,OPA3,optic,atrophy,3,(autosomal,"recessive,",with,chorea,and,spastic,paraplegia),,,
ILMN_1880849,0.0230753,6.60E-04,-3.53100223,-0.68968,-1.17E-01,43438247,,,,,,,,,,,,,,
ILMN_1737698,0.0250168,7.63E-04,-3.48692396,-0.69039,-1.07E-01,144226242,RNF126P1,ring,finger,protein,126,pseudogene,1,,,,,,,
ILMN_1915365,0.0236721,6.89E-04,-3.51793578,-0.69082,-1.15E-01,5540902,,,,,,,,,,,,,,
ILMN_1875342,0.0267324,8.62E-04,-3.4498798,-0.69157,-2.04E-01,34529860,,,,,,,,,,,,,,
ILMN_1854674,0.0223653,6.24E-04,-3.54786229,-0.6923,-1.24E-01,23375232,,,,,,,,,,,,,,
ILMN_1651347,0.0267418,8.63E-04,-3.449514,-0.69413,-2.05E-01,205277459,SERTAD2,SERTA,domain,containing,2,,,,,,,,,
ILMN_1914354,0.0200279,5.02E-04,-3.61308696,-0.69579,-1.06E-01,13715849,,,,,,,,,,,,,,
ILMN_2391900,0.0206392,5.35E-04,3.59391563,-0.69896,1.21E-01,94721256,SLC26A6,solute,carrier,family,26,member,6,,,,,,,
ILMN_1732343,0.026778,8.68E-04,3.44778093,-0.70027,1.73E-01,528524617,SIK3,SIK,family,kinase,3,,,,,,,,,
ILMN_1724354,0.0196577,4.84E-04,-3.6240619,-0.70097,-6.73E-02,NA,,,,,,,,,,,,,,
ILMN_1842062,0.0198238,4.92E-04,-3.61880937,-0.70173,-9.47E-02,4650466,,,,,,,,,,,,,,
ILMN_1867355,0.0235294,6.82E-04,-3.52101276,-0.70233,-1.22E-01,11081168,,,,,,,,,,,,,,
ILMN_2129388,0.0269234,8.78E-04,-3.44420372,-0.70786,-2.21E-01,545746371,CCSER2,coiled-coil,serine,rich,protein,2,,,,,,,,
ILMN_1682930,0.0269234,8.78E-04,-3.44426409,-0.70804,-1.34E-01,206725525,SIPA1,signal-induced,proliferation-associated,1,,,,,,,,,,
ILMN_1726327,0.026778,8.67E-04,3.4480437,-0.70816,3.54E-01,56549661,AMY1B,"amylase,",alpha,1B,(salivary),,,,,,,,,
ILMN_1843777,0.0204882,5.27E-04,-3.598686,-0.70818,-9.77E-02,3076123,LINC00396,long,intergenic,non-protein,coding,RNA,396,,,,,,,
ILMN_2342903,0.0197387,4.88E-04,3.62165577,-0.70958,1.03E-01,386781390,GIPC1,GIPC,PDZ,domain,containing,family,member,1,,,,,,
ILMN_1888558,0.0228712,6.52E-04,-3.5347623,-0.71199,-1.41E-01,21478544,,,,,,,,,,,,,,
ILMN_1804332,0.0270319,8.84E-04,-3.44200524,-0.7139,-2.13E-01,283135239,GPR137,G,protein-coupled,receptor,137,,,,,,,,,
ILMN_2117240,0.024931,7.56E-04,-3.4897637,-0.71862,-1.57E-01,194578889,DCK,deoxycytidine,kinase,,,,,,,,,,,
ILMN_2211739,0.0228712,6.52E-04,-3.5347699,-0.71877,-1.08E-01,226371745,SLC15A2,solute,carrier,family,15,member,2,,,,,,,
ILMN_1741455,0.0243172,7.23E-04,3.50320209,-0.71971,1.16E-01,667667700,USP30,ubiquitin,specific,peptidase,30,,,,,,,,,
ILMN_2367440,0.0214428,5.73E-04,3.5733718,-0.71986,1.17E-01,266457047,WDR17,WD,repeat,domain,17,,,,,,,,,
ILMN_1730879,0.0266703,8.59E-04,-3.45078849,-0.7213,-1.59E-01,50959131,CBY1,chibby,family,member,"1,",beta,catenin,antagonist,,,,,,
ILMN_1770339,0.0271304,8.94E-04,-3.43871295,-0.72205,-2.04E-01,237858694,RPAIN,RPA,interacting,protein,,,,,,,,,,
ILMN_1748438,0.0271304,8.93E-04,3.4388788,-0.72232,1.93E-01,219879812,POLR2G,RNA,polymerase,II,subunit,G,,,,,,,,
ILMN_1714800,0.0200279,5.01E-04,-3.61369412,-0.72275,-8.42E-02,506949358,ZNF3,zinc,finger,protein,3,,,,,,,,,
ILMN_1678919,0.0269646,8.80E-04,-3.44334945,-0.72286,-1.30E-01,62751963,YOD1,YOD1,deubiquitinase,,,,,,,,,,,
ILMN_1738103,0.0271304,8.96E-04,3.43799798,-0.72358,1.75E-01,40805826,COPE,coatomer,protein,complex,subunit,epsilon,,,,,,,,
ILMN_1656434,0.0198415,4.95E-04,3.61741028,-0.72385,1.04E-01,58530860,IP6K1,inositol,hexakisphosphate,kinase,1,,,,,,,,,
ILMN_1718770,0.0202829,5.17E-04,3.60407896,-0.72502,9.72E-02,195963407,MAMSTR,MEF2,activating,motif,and,SAP,domain,containing,transcriptional,regulator,,,,
ILMN_1790953,0.027135,8.98E-04,3.43735437,-0.72504,2.14E-01,50428924,TBCB,tubulin,folding,cofactor,B,,,,,,,,,
ILMN_1784292,0.0271304,8.89E-04,3.44045027,-0.7255,1.25E-01,296434288,ANKMY2,ankyrin,repeat,and,MYND,domain,containing,2,,,,,,
ILMN_1749493,0.0200279,5.03E-04,3.61221492,-0.72623,1.13E-01,334358904,ADARB2,adenosine,"deaminase,",RNA,specific,B2,(inactive),,,,,,,
ILMN_2163306,0.0271304,8.93E-04,3.43879917,-0.72629,1.75E-01,557878648,FAM120A,family,with,sequence,similarity,120A,,,,,,,,
ILMN_1735075,0.0263058,8.35E-04,-3.45952003,-0.72714,-1.50E-01,62953121,PGBD2,piggyBac,transposable,element,derived,2,,,,,,,,
ILMN_1779195,0.0200279,5.05E-04,-3.61110881,-0.72794,-7.56E-02,157389002,MBD3L2,methyl-CpG,binding,domain,protein,3,like,2,,,,,,
ILMN_1737343,0.0271304,8.94E-04,-3.43870003,-0.72853,-1.83E-01,120953290,FNIP1,folliculin,interacting,protein,1,,,,,,,,,
ILMN_2213199,0.027135,9.01E-04,-3.43624872,-0.72933,-1.54E-01,224451071,CEP44,centrosomal,protein,44,,,,,,,,,,
ILMN_2381037,0.0202919,5.19E-04,3.60333018,-0.72967,1.33E-01,336455029,LIMS1,LIM,zinc,finger,domain,containing,1,,,,,,,
ILMN_1779185,0.027135,9.02E-04,-3.43574746,-0.73029,-1.71E-01,513788260,SPECC1L,sperm,antigen,with,calponin,homology,and,coiled-coil,domains,1,like,,,
ILMN_1694932,0.0200279,5.07E-04,-3.6100135,-0.7304,-7.73E-02,NA,,,,,,,,,,,,,,
ILMN_2365881,0.027135,9.03E-04,-3.43550764,-0.7312,-1.59E-01,124256477,ATG16L1,autophagy,related,16,like,1,,,,,,,,
ILMN_1768773,0.027135,9.05E-04,-3.43472155,-0.73293,-1.76E-01,321400153,EGLN2,egl-9,family,hypoxia,inducible,factor,2,,,,,,,
ILMN_1703074,0.027135,9.06E-04,-3.43454634,-0.73387,-1.94E-01,315138988,CPD,carboxypeptidase,D,,,,,,,,,,,
ILMN_2069945,0.0271373,9.07E-04,3.43414248,-0.73401,2.08E-01,323462144,SNRNP27,small,nuclear,ribonucleoprotein,U4/U6.U5,subunit,27,,,,,,,
ILMN_1724234,0.0203523,5.21E-04,3.60186446,-0.73709,1.12E-01,117306163,TRPV1,transient,receptor,potential,cation,channel,subfamily,V,member,1,,,,
ILMN_2211800,0.0271574,9.08E-04,3.43372459,-0.73781,4.80E-01,NA,,,,,,,,,,,,,,
ILMN_1653056,0.0209199,5.50E-04,3.5858588,-0.74195,1.03E-01,310832380,ATP6V0C,ATPase,H+,transporting,V0,subunit,c,,,,,,,
ILMN_1718182,0.025498,7.94E-04,-3.47503248,-0.74529,-1.94E-01,300116304,THRA,thyroid,hormone,"receptor,",alpha,,,,,,,,,
ILMN_2367694,0.0201779,5.14E-04,3.60610609,-0.74834,8.46E-02,183603935,HFE2,hemochromatosis,type,2,(juvenile),,,,,,,,,
ILMN_1764577,0.0274553,9.23E-04,3.42863858,-0.75025,1.85E-01,261824029,MFNG,MFNG,O-fucosylpeptide,3-beta-N-acetylglucosaminyltransferase,,,,,,,,,,
ILMN_2276598,0.0203702,5.22E-04,3.60136242,-0.75076,8.27E-02,NA,,,,,,,,,,,,,,
ILMN_2267084,0.0203942,5.23E-04,3.6007728,-0.75105,9.54E-02,528524503,ZFYVE1,zinc,finger,FYVE-type,containing,1,,,,,,,,
ILMN_1723185,0.0262557,8.33E-04,3.46030021,-0.7525,1.46E-01,85062625,ELOF1,elongation,factor,1,homolog,,,,,,,,,
ILMN_1908274,0.0261303,8.26E-04,-3.46295412,-0.7566,-1.72E-01,6568409,,,,,,,,,,,,,,
ILMN_1712269,0.0264489,8.47E-04,-3.45530221,-0.75829,-1.72E-01,257900458,ZNF605,zinc,finger,protein,605,,,,,,,,,
ILMN_1797372,0.027135,8.98E-04,3.43717033,-0.75997,1.58E-01,197333860,C3orf58,chromosome,3,open,reading,frame,58,,,,,,,
ILMN_1885771,0.0271373,9.07E-04,-3.43425908,-0.76298,-2.58E-01,NA,,,,,,,,,,,,,,
ILMN_1758214,0.0277458,9.39E-04,-3.42337586,-0.7648,-1.60E-01,974005286,RARS2,arginyl-tRNA,synthetase,"2,",mitochondrial,,,,,,,,,
ILMN_2080637,0.0271304,8.96E-04,3.43782359,-0.76693,2.02E-01,160333173,ZBTB44,zinc,finger,and,BTB,domain,containing,44,,,,,,
ILMN_1691151,0.0236721,6.90E-04,3.51772927,-0.76713,1.36E-01,47078277,CHKA,choline,kinase,alpha,,,,,,,,,,
ILMN_1872122,0.0204198,5.24E-04,3.60015981,-0.76959,1.04E-01,76879670,LCOR,ligand,dependent,nuclear,receptor,corepressor,,,,,,,,
ILMN_2290118,0.0235287,6.81E-04,3.52148852,-0.77118,1.89E-01,304434525,MEGF9,multiple,EGF,like,domains,9,,,,,,,,
ILMN_2330948,0.0274692,9.26E-04,3.42776526,-0.77161,1.34E-01,66879663,ARF1,ADP,ribosylation,factor,1,,,,,,,,,
ILMN_1719694,0.0278693,9.48E-04,-3.42064168,-0.77182,-2.57E-01,NA,,,,,,,,,,,,,,
ILMN_1719985,0.0279325,9.51E-04,-3.41936997,-0.77553,-1.60E-01,105554405,FEM1A,fem-1,homolog,A,,,,,,,,,,
ILMN_1831219,0.0207643,5.42E-04,-3.58996741,-0.77725,-1.27E-01,83080478,,,,,,,,,,,,,,
ILMN_1800837,0.0264388,8.43E-04,3.456734,-0.7786,2.03E-01,49472826,CFDP1,craniofacial,development,protein,1,,,,,,,,,
ILMN_2389590,0.0279496,9.55E-04,3.41838566,-0.77866,8.68E-01,443497962,PRKAR1A,protein,kinase,cAMP-dependent,type,I,regulatory,subunit,alpha,,,,,
ILMN_2256868,0.0209253,5.53E-04,-3.58418884,-0.7789,-8.91E-02,331284177,NCOR2,nuclear,receptor,corepressor,2,,,,,,,,,
ILMN_1807397,0.0278693,9.47E-04,-3.42070307,-0.77922,-1.80E-01,316659417,NDUFB5,NADH:ubiquinone,oxidoreductase,subunit,B5,,,,,,,,,
ILMN_2225254,0.0264388,8.43E-04,-3.45659504,-0.77977,-1.58E-01,145046251,ZNF740,zinc,finger,protein,740,,,,,,,,,
ILMN_1891324,0.0252764,7.79E-04,3.48081045,-0.77983,1.13E-01,34532504,LOC101928714,uncharacterized,LOC101928714,,,,,,,,,,,
ILMN_1701169,0.0271304,8.90E-04,3.43980866,-0.78001,1.54E-01,125991232,HP1BP3,heterochromatin,protein,1,binding,protein,3,,,,,,,
ILMN_1774109,0.0207978,5.44E-04,-3.58901766,-0.78049,-7.46E-02,254750641,SKINT1L,Skint1,like,(pseudogene),,,,,,,,,,
ILMN_2320336,0.0280268,9.59E-04,-3.41706467,-0.7812,-1.51E-01,194097434,CLK3,CDC,like,kinase,3,,,,,,,,,
ILMN_2085525,0.0259193,8.15E-04,-3.46702416,-0.78306,-1.35E-01,94536605,SNORA32,small,nucleolar,"RNA,",H/ACA,box,32,,,,,,,
ILMN_1882035,0.0208445,5.47E-04,-3.58740583,-0.78367,-6.63E-02,11598101,,,,,,,,,,,,,,
ILMN_1909817,0.0216093,5.86E-04,-3.56697806,-0.7838,-1.08E-01,31874566,,,,,,,,,,,,,,
ILMN_2223911,0.0206392,5.36E-04,-3.59365005,-0.78503,-8.75E-02,413082717,ADAM3A,ADAM,metallopeptidase,domain,3A,(pseudogene),,,,,,,,
ILMN_1696556,0.0244616,7.30E-04,3.50056778,-0.78573,1.28E-01,930588880,URB2,URB2,ribosome,biogenesis,2,homolog,(S.,cerevisiae),,,,,,
ILMN_1718060,0.0215808,5.83E-04,-3.5685667,-0.78632,-1.02E-01,18702330,OTUD7A,OTU,deubiquitinase,7A,,,,,,,,,,
ILMN_1886050,0.0215808,5.79E-04,-3.57022126,-0.78665,-8.71E-02,NA,,,,,,,,,,,,,,
ILMN_1740749,0.0280744,9.62E-04,3.41603431,-0.78762,3.05E-01,18390348,RPL7A,ribosomal,protein,L7a,,,,,,,,,,
ILMN_1706553,0.0281214,9.67E-04,-3.41446524,-0.78886,-1.57E-01,NA,,,,,,,,,,,,,,
ILMN_2056002,0.0271304,8.92E-04,3.43923326,-0.79164,2.91E-01,112734812,ANP32AP1,acidic,nuclear,phosphoprotein,32,family,member,A,pseudogene,1,,,,
ILMN_2214997,0.0281214,9.67E-04,3.41441253,-0.79332,2.82E-01,212276069,LRRFIP1,LRR,binding,FLII,interacting,protein,1,,,,,,,
ILMN_2206716,0.0280268,9.59E-04,-3.41692715,-0.79644,-1.62E-01,156071502,JTB,jumping,translocation,breakpoint,,,,,,,,,,
ILMN_2292387,0.0261833,8.29E-04,3.46173974,-0.79762,2.41E-01,19743568,TANK,TRAF,family,member,associated,NFKB,activator,,,,,,,
ILMN_1810327,0.0283939,9.78E-04,-3.41088273,-0.80107,-1.44E-01,NA,,,,,,,,,,,,,,
ILMN_1851376,0.0206936,5.38E-04,3.59242371,-0.80123,1.08E-01,27879546,,,,,,,,,,,,,,
ILMN_1695020,0.0264489,8.46E-04,3.45562264,-0.80181,1.50E-01,119637838,NEK3,NIMA,related,kinase,3,,,,,,,,,
ILMN_1769011,0.020706,5.40E-04,3.59150807,-0.8019,7.94E-02,NA,,,,,,,,,,,,,,
ILMN_1757825,0.0252332,7.73E-04,-3.48287058,-0.80601,-1.39E-01,110624766,ZNF230,zinc,finger,protein,230,,,,,,,,,
ILMN_1717946,0.0234811,6.77E-04,3.52320249,-0.80677,1.78E-01,221316636,DGKE,diacylglycerol,kinase,epsilon,,,,,,,,,,
ILMN_1681249,0.0245726,7.36E-04,3.49794326,-0.80718,2.23E-01,291167758,KIF21A,kinesin,family,member,21A,,,,,,,,,
ILMN_1828337,0.0207643,5.42E-04,-3.58996283,-0.80738,-1.04E-01,27841760,,,,,,,,,,,,,,
ILMN_1783226,0.0286066,9.92E-04,3.40656203,-0.81035,1.35E-01,115430253,SSR2,signal,sequence,receptor,subunit,2,,,,,,,,
ILMN_2102515,0.0228712,6.50E-04,3.5355851,-0.81123,1.70E-01,84370365,PGAM4,phosphoglycerate,mutase,family,member,4,,,,,,,,
ILMN_1825773,0.0253976,7.88E-04,-3.47724243,-0.8114,-1.76E-01,27839718,,,,,,,,,,,,,,
ILMN_2337941,0.0286066,9.92E-04,3.40637718,-0.81408,1.68E-01,40805829,COPS8,COP9,signalosome,subunit,8,,,,,,,,,
ILMN_1690487,0.0286519,9.97E-04,-3.40497595,-0.8145,-1.61E-01,134142825,PCM1,pericentriolar,material,1,,,,,,,,,,
ILMN_1811430,0.0208371,5.46E-04,3.58821386,-0.81466,1.06E-01,339276036,PPP6R2,protein,phosphatase,6,regulatory,subunit,2,,,,,,,
ILMN_1876585,0.0211379,5.61E-04,-3.57980645,-0.81603,-7.35E-02,5438980,,,,,,,,,,,,,,
ILMN_1749882,0.0279496,9.53E-04,3.41881778,-0.81723,1.78E-01,336595083,STRN,striatin,,,,,,,,,,,,
ILMN_1745005,0.0274553,9.25E-04,3.42811422,-0.82107,2.37E-01,315360615,GGCT,gamma-glutamylcyclotransferase,,,,,,,,,,,,
ILMN_1709434,0.0218639,5.97E-04,-3.56138535,-0.8218,-1.18E-01,295789105,VIT,vitrin,,,,,,,,,,,,
ILMN_1662328,0.0285589,9.88E-04,3.40759461,-0.82244,1.74E-01,94681052,CNNM3,cyclin,and,CBS,domain,divalent,metal,cation,transport,mediator,3,,,
ILMN_2104106,0.0288337,1.01E-03,3.40239304,-0.8228,1.58E-01,208609980,XPR1,xenotropic,and,polytropic,retrovirus,receptor,1,,,,,,,
ILMN_1703883,0.0209992,5.56E-04,-3.582436,-0.82353,-7.77E-02,48717233,OR9A2,olfactory,receptor,family,9,subfamily,A,member,2,,,,,
ILMN_1710216,0.027135,9.04E-04,3.43502926,-0.82383,2.30E-01,56699476,AVEN,apoptosis,and,caspase,activation,inhibitor,,,,,,,,
ILMN_2068747,0.0288337,1.01E-03,-3.40229183,-0.82409,-2.19E-01,284507296,OAT,ornithine,aminotransferase,,,,,,,,,,,
ILMN_1693604,0.0244616,7.29E-04,3.50073628,-0.8249,1.33E-01,194248050,GRM2,glutamate,metabotropic,receptor,2,,,,,,,,,
ILMN_1711122,0.026412,8.40E-04,-3.457693,-0.82686,-1.78E-01,NA,,,,,,,,,,,,,,
ILMN_1773935,0.0264547,8.48E-04,3.45475096,-0.82687,1.64E-01,398303840,TMEM165,transmembrane,protein,165,,,,,,,,,,
ILMN_1801987,0.0211379,5.61E-04,3.57973746,-0.83109,7.87E-02,289547626,OR3A3,olfactory,receptor,family,3,subfamily,A,member,3,,,,,
ILMN_1723794,0.0234811,6.77E-04,-3.52340103,-0.83331,-1.03E-01,NA,,,,,,,,,,,,,,
ILMN_1788283,0.0234888,6.79E-04,3.5226068,-0.83394,1.77E-01,540344529,COTL1,coactosin,like,F-actin,binding,protein,1,,,,,,,
ILMN_1790534,0.0289107,1.01E-03,3.40110339,-0.83466,2.07E-01,NA,,,,,,,,,,,,,,
ILMN_1756867,0.0220575,6.11E-04,3.5542529,-0.83503,9.71E-02,570359586,ATE1,arginyltransferase,1,,,,,,,,,,,
ILMN_2355042,0.0288314,1.00E-03,-3.40268043,-0.83645,-2.14E-01,393715076,CLUAP1,clusterin,associated,protein,1,,,,,,,,,
ILMN_2093188,0.0210441,5.58E-04,3.58153184,-0.8374,9.22E-02,389616161,USP43,ubiquitin,specific,peptidase,43,,,,,,,,,
ILMN_2332691,0.0277672,9.41E-04,-3.42276591,-0.83912,-2.09E-01,27765073,CAPN3,calpain,3,,,,,,,,,,,
ILMN_1912997,0.0264357,8.41E-04,-3.4572218,-0.8404,-1.12E-01,34528573,VPS53,"VPS53,",GARP,complex,subunit,,,,,,,,,
ILMN_1868672,0.0215808,5.81E-04,-3.56928663,-0.8417,-9.40E-02,6075223,,,,,,,,,,,,,,
ILMN_1858582,0.0214395,5.73E-04,-3.57380159,-0.84356,-9.29E-02,30447420,,,,,,,,,,,,,,
ILMN_1733799,0.0286947,9.99E-04,3.4043325,-0.84428,1.51E-01,571330774,MCRIP1,MAPK,regulated,corepressor,interacting,protein,1,,,,,,,
ILMN_1670932,0.026778,8.66E-04,3.44825435,-0.84511,1.44E-01,NA,,,,,,,,,,,,,,
ILMN_1700628,0.0293642,1.03E-03,-3.39392886,-0.84519,-1.63E-01,14251213,DDX24,DEAD-box,helicase,24,,,,,,,,,,
ILMN_1663511,0.0240278,7.10E-04,-3.50884109,-0.84543,-1.17E-01,NA,,,,,,,,,,,,,,
ILMN_1693039,0.0284083,9.80E-04,-3.41017464,-0.84633,-1.14E-01,62857884,ZFPL1,zinc,finger,protein,like,1,,,,,,,,
ILMN_1660644,0.0212622,5.66E-04,-3.57751892,-0.84861,-8.78E-02,NA,,,,,,,,,,,,,,
ILMN_1781753,0.021249,5.65E-04,3.577936,-0.84883,9.20E-02,NA,,,,,,,,,,,,,,
ILMN_1816990,0.0229681,6.56E-04,-3.53305172,-0.84886,-8.94E-02,11594098,,,,,,,,,,,,,,
ILMN_1877986,0.0212697,5.66E-04,-3.57718263,-0.84964,-8.38E-02,4887533,,,,,,,,,,,,,,
ILMN_1677374,0.0227942,6.44E-04,-3.53852139,-0.85063,-8.92E-02,NA,,,,,,,,,,,,,,
ILMN_1652790,0.0259282,8.16E-04,3.46671979,-0.85072,1.28E-01,241666390,CLK1,CDC,like,kinase,1,,,,,,,,,
ILMN_1830973,0.0215796,5.79E-04,-3.57054596,-0.85244,-7.40E-02,12676593,,,,,,,,,,,,,,
ILMN_1848788,0.0218209,5.93E-04,-3.56310643,-0.8554,-7.98E-02,24798173,,,,,,,,,,,,,,
ILMN_1705246,0.0220521,6.08E-04,-3.55582474,-0.85821,-9.09E-02,NA,,,,,,,,,,,,,,
ILMN_1782749,0.0239769,7.06E-04,3.51063012,-0.85824,1.09E-01,NA,,,,,,,,,,,,,,
ILMN_2396444,0.0294151,1.04E-03,-3.39249065,-0.85981,-1.18,291575161,CD14,CD14,molecule,,,,,,,,,,,
ILMN_1718968,0.024342,7.25E-04,-3.50268321,-0.85987,-1.41E-01,83367074,MT1E,metallothionein,1E,,,,,,,,,,,
ILMN_1656052,0.0220551,6.10E-04,-3.55473104,-0.86051,-9.85E-02,NA,,,,,,,,,,,,,,
ILMN_1749583,0.0215654,5.78E-04,3.5709782,-0.86187,9.98E-02,118918410,ZNF777,zinc,finger,protein,777,,,,,,,,,
ILMN_1733985,0.0215808,5.83E-04,3.56825391,-0.86189,9.57E-02,157671924,SIRT3,sirtuin,3,,,,,,,,,,,
ILMN_2401964,0.0214395,5.73E-04,3.57364712,-0.86255,8.62E-02,160298203,CDC42EP1,CDC42,effector,protein,1,,,,,,,,,
ILMN_1657405,0.0226183,6.34E-04,3.54303189,-0.86278,1.01E-01,335892885,SPPL3,signal,peptide,peptidase,like,3,,,,,,,,
